Textbox_UWAGA,Textbox_UWAGA2,Textbox_TYTUL,Textbox_PARAMETRY
Wyszczególnienie,Bieżąca produkcja na rynku krajowym,2014 XII,"-8,0"
Wyszczególnienie,Bieżąca produkcja na rynku krajowym,2015 I,"-9,8"
Wyszczególnienie,Bieżąca produkcja na rynku krajowym,2015 II,"-25,0"
Wyszczególnienie,Bieżąca produkcja na rynku krajowym,2015 III,"-14,1"
Wyszczególnienie,Bieżąca produkcja na rynku krajowym,2015 IV,"-0,8"
Wyszczególnienie,Bieżąca produkcja na rynku krajowym,2015 V,"9,6"
Wyszczególnienie,Bieżąca produkcja na rynku krajowym,2015 VI,"4,6"
Wyszczególnienie,Bieżąca produkcja na rynku krajowym,2015 VII,"13,6"
Wyszczególnienie,Bieżąca produkcja na rynku krajowym,2015 VIII,"15,4"
Wyszczególnienie,Bieżąca produkcja na rynku krajowym,2015 IX,"4,0"
Wyszczególnienie,Bieżąca produkcja na rynku krajowym,2015 X,"6,8"
Wyszczególnienie,Bieżąca produkcja na rynku krajowym,2015 XI,"0,6"
Wyszczególnienie,Bieżąca produkcja na rynku krajowym,2015 XII,"-13,3"
Wyszczególnienie,Bieżąca produkcja na rynku krajowym,2016 I,"-8,3"
Wyszczególnienie,Bieżąca produkcja na rynku krajowym,2016 II,"-24,8"
Wyszczególnienie,Bieżąca produkcja na rynku krajowym,2016 III,"-9,6"
Wyszczególnienie,Bieżąca produkcja na rynku krajowym,2016 IV,"-0,6"
Wyszczególnienie,Bieżąca produkcja na rynku krajowym,2016 V,"2,6"
Wyszczególnienie,Bieżąca produkcja na rynku krajowym,2016 VI,"4,9"
Wyszczególnienie,Bieżąca produkcja na rynku krajowym,2016 VII,"13,7"
Wyszczególnienie,Bieżąca produkcja na rynku krajowym,2016 VIII,"5,3"
Wyszczególnienie,Bieżąca produkcja na rynku krajowym,2016 IX,"1,7"
Wyszczególnienie,Bieżąca produkcja na rynku krajowym,2016 X,"7,2"
Wyszczególnienie,Bieżąca produkcja na rynku krajowym,2016 XI,"-2,8"
Wyszczególnienie,Bieżąca produkcja na rynku krajowym,2016 XII,"-8,2"
Wyszczególnienie,Bieżąca produkcja na rynku krajowym,2017 I,"-6,9"
Wyszczególnienie,Bieżąca produkcja na rynku krajowym,2017 II,"-13,0"
Wyszczególnienie,Bieżąca produkcja na rynku krajowym,2017 III,"4,8"
Wyszczególnienie,Bieżąca produkcja na rynku krajowym,2017 IV,"9,7"
Wyszczególnienie,Bieżąca produkcja na rynku krajowym,2017 V,"7,2"
Wyszczególnienie,Bieżąca produkcja na rynku krajowym,2017 VI,"19,0"
Wyszczególnienie,Bieżąca produkcja na rynku krajowym,2017 VII,"18,8"
Wyszczególnienie,Bieżąca produkcja na rynku krajowym,2017 VIII,"10,9"
Wyszczególnienie,Bieżąca produkcja na rynku krajowym,2017 IX,"9,0"
Wyszczególnienie,Bieżąca produkcja na rynku krajowym,2017 X,"16,2"
Wyszczególnienie,Bieżąca produkcja na rynku krajowym,2017 XI,"15,0"
Wyszczególnienie,Bieżąca produkcja na rynku krajowym,2017 XII,"10,2"
Wyszczególnienie,Bieżąca produkcja na rynku krajowym,2018 I,"4,3"
Wyszczególnienie,Bieżąca produkcja na rynku krajowym,2018 II,"-2,5"
Wyszczególnienie,Bieżąca produkcja na rynku krajowym,2018 III,"10,0"
Wyszczególnienie,Bieżąca produkcja na rynku krajowym,2018 IV,"17,5"
Wyszczególnienie,Bieżąca produkcja na rynku krajowym,2018 V,"19,3"
Wyszczególnienie,Bieżąca produkcja na rynku krajowym,2018 VI,"20,7"
Wyszczególnienie,Bieżąca produkcja na rynku krajowym,2018 VII,"14,0"
Wyszczególnienie,Bieżąca produkcja na rynku krajowym,2018 VIII,"16,1"
Wyszczególnienie,Bieżąca produkcja na rynku krajowym,2018 IX,"16,1"
Wyszczególnienie,Bieżąca produkcja na rynku krajowym,2018 X,"8,8"
Wyszczególnienie,Bieżąca produkcja na rynku krajowym,2018 XI,"7,9"
Wyszczególnienie,Bieżąca produkcja na rynku krajowym,2018 XII,"7,2"
Wyszczególnienie,Bieżąca produkcja na rynku krajowym,2019 I,"1,5"
Wyszczególnienie,Bieżąca produkcja na rynku krajowym,2019 II,"-10,5"
Wyszczególnienie,Bieżąca produkcja na rynku krajowym,2019 III,"-2,6"
Wyszczególnienie,Bieżąca produkcja na rynku krajowym,2019 IV,"17,9"
Wyszczególnienie,Bieżąca produkcja na rynku krajowym,2019 V,"18,7"
Wyszczególnienie,Bieżąca produkcja na rynku krajowym,2019 VI,"15,4"
Wyszczególnienie,Bieżąca produkcja na rynku krajowym,2019 VII,"19,1"
Wyszczególnienie,Bieżąca produkcja na rynku krajowym,2019 VIII,"13,9"
Wyszczególnienie,Bieżąca produkcja na rynku krajowym,2019 IX,"7,9"
Wyszczególnienie,Bieżąca produkcja na rynku krajowym,2019 X,"6,8"
Wyszczególnienie,Bieżąca produkcja na rynku krajowym,2019 XI,"9,1"
Wyszczególnienie,Bieżąca produkcja na rynku krajowym,2019 XII,"8,6"
Wyszczególnienie,Bieżąca produkcja na rynku krajowym,2020 I,"0,9"
Wyszczególnienie,Bieżąca produkcja na rynku krajowym,2020 II,"-3,9"
Wyszczególnienie,Bieżąca produkcja na rynku krajowym,2020 III,"-0,3"
Wyszczególnienie,Bieżąca produkcja na rynku krajowym,2020 IV,"-25,6"
Wyszczególnienie,Bieżąca produkcja na rynku krajowym,2020 V,"-31,7"
Wyszczególnienie,Bieżąca produkcja na rynku krajowym,2020 VI,"-12,9"
Wyszczególnienie,Bieżąca produkcja na rynku krajowym,2020 VII,"-4,8"
Wyszczególnienie,Bieżąca produkcja na rynku krajowym,2020 VIII,"-9,3"
Wyszczególnienie,Bieżąca produkcja na rynku krajowym,2020 IX,"-1,1"
Wyszczególnienie,Bieżąca produkcja na rynku krajowym,2020 X,"-1,7"
Wyszczególnienie,Bieżąca produkcja na rynku krajowym,2020 XI,"-9,6"
Wyszczególnienie,Bieżąca produkcja na rynku krajowym,2020 XII,"-11,6"
Wyszczególnienie,Bieżąca produkcja na rynku krajowym,2021 I,"-11,5"
Wyszczególnienie,Bieżąca produkcja na rynku krajowym,2021 II,"-20,9"
Wyszczególnienie,Bieżąca produkcja na rynku krajowym,2021 III,"-10,9"
Wyszczególnienie,Bieżąca produkcja na rynku krajowym,2021 IV,"0,6"
Wyszczególnienie,Bieżąca produkcja na rynku krajowym,2021 V,"3,2"
Wyszczególnienie,Bieżąca produkcja na rynku krajowym,2021 VI,"5,1"
Wyszczególnienie,Bieżąca produkcja na rynku krajowym,2021 VII,"3,0"
Wyszczególnienie,Bieżąca produkcja na rynku krajowym,2021 VIII,"4,5"
Wyszczególnienie,Bieżąca produkcja na rynku krajowym,2021 IX,"2,4"
Wyszczególnienie,Bieżąca produkcja na rynku krajowym,2021 X,"3,9"
Wyszczególnienie,Bieżąca produkcja na rynku krajowym,2021 XI,"4,3"
Wyszczególnienie,Bieżąca produkcja na rynku krajowym,2021 XII,"-4,6"
Wyszczególnienie,Bieżąca sytuacja finansowa przedsiębiorstwa,2014 I,"-10,7"
Wyszczególnienie,Bieżąca sytuacja finansowa przedsiębiorstwa,2014 II,"-15,4"
Wyszczególnienie,Bieżąca sytuacja finansowa przedsiębiorstwa,2014 III,"-10,5"
Wyszczególnienie,Bieżąca sytuacja finansowa przedsiębiorstwa,2014 IV,"-9,0"
Wyszczególnienie,Bieżąca sytuacja finansowa przedsiębiorstwa,2014 V,"-4,7"
Wyszczególnienie,Bieżąca sytuacja finansowa przedsiębiorstwa,2014 VI,"-7,7"
Wyszczególnienie,Bieżąca sytuacja finansowa przedsiębiorstwa,2014 VII,"-7,3"
Wyszczególnienie,Bieżąca sytuacja finansowa przedsiębiorstwa,2014 VIII,"-4,1"
Wyszczególnienie,Bieżąca sytuacja finansowa przedsiębiorstwa,2014 IX,"-1,5"
Wyszczególnienie,Bieżąca sytuacja finansowa przedsiębiorstwa,2014 X,"-8,3"
Wyszczególnienie,Bieżąca sytuacja finansowa przedsiębiorstwa,2014 XI,"-4,9"
Wyszczególnienie,Bieżąca sytuacja finansowa przedsiębiorstwa,2014 XII,"-11,3"
Wyszczególnienie,Bieżąca sytuacja finansowa przedsiębiorstwa,2015 I,"-3,5"
Wyszczególnienie,Bieżąca sytuacja finansowa przedsiębiorstwa,2015 II,"-15,2"
Wyszczególnienie,Bieżąca sytuacja finansowa przedsiębiorstwa,2015 III,"-11,4"
Wyszczególnienie,Bieżąca sytuacja finansowa przedsiębiorstwa,2015 IV,"-7,6"
Wyszczególnienie,Bieżąca sytuacja finansowa przedsiębiorstwa,2015 V,"-3,3"
Wyszczególnienie,Bieżąca sytuacja finansowa przedsiębiorstwa,2015 VI,"1,1"
Wyszczególnienie,Bieżąca sytuacja finansowa przedsiębiorstwa,2015 VII,"2,8"
Wyszczególnienie,Bieżąca sytuacja finansowa przedsiębiorstwa,2015 VIII,"5,2"
Wyszczególnienie,Bieżąca sytuacja finansowa przedsiębiorstwa,2015 IX,"-1,5"
Wyszczególnienie,Bieżąca sytuacja finansowa przedsiębiorstwa,2015 X,"3,1"
Wyszczególnienie,Bieżąca sytuacja finansowa przedsiębiorstwa,2015 XI,"4,0"
Wyszczególnienie,Bieżąca sytuacja finansowa przedsiębiorstwa,2015 XII,"-0,6"
Wyszczególnienie,Bieżąca sytuacja finansowa przedsiębiorstwa,2016 I,"-2,6"
Wyszczególnienie,Bieżąca sytuacja finansowa przedsiębiorstwa,2016 II,"-14,2"
Wyszczególnienie,Bieżąca sytuacja finansowa przedsiębiorstwa,2016 III,"-13,1"
Wyszczególnienie,Bieżąca sytuacja finansowa przedsiębiorstwa,2016 IV,"-11,2"
Wyszczególnienie,Bieżąca sytuacja finansowa przedsiębiorstwa,2016 V,"-7,3"
Wyszczególnienie,Bieżąca sytuacja finansowa przedsiębiorstwa,2016 VI,"-5,4"
Wyszczególnienie,Bieżąca sytuacja finansowa przedsiębiorstwa,2016 VII,"-4,8"
Wyszczególnienie,Bieżąca sytuacja finansowa przedsiębiorstwa,2016 VIII,"-5,8"
Wyszczególnienie,Bieżąca sytuacja finansowa przedsiębiorstwa,2016 IX,"-12,1"
Wyszczególnienie,Bieżąca sytuacja finansowa przedsiębiorstwa,2016 X,"-10,2"
Wyszczególnienie,Bieżąca sytuacja finansowa przedsiębiorstwa,2016 XI,"-8,9"
Wyszczególnienie,Bieżąca sytuacja finansowa przedsiębiorstwa,2016 XII,"-9,4"
Wyszczególnienie,Bieżąca sytuacja finansowa przedsiębiorstwa,2017 I,"-13,0"
Wyszczególnienie,Bieżąca sytuacja finansowa przedsiębiorstwa,2017 II,"-10,1"
Wyszczególnienie,Bieżąca sytuacja finansowa przedsiębiorstwa,2017 III,"-6,4"
Wyszczególnienie,Bieżąca sytuacja finansowa przedsiębiorstwa,2017 IV,"-4,9"
Wyszczególnienie,Bieżąca sytuacja finansowa przedsiębiorstwa,2017 V,"-4,0"
Wyszczególnienie,Bieżąca sytuacja finansowa przedsiębiorstwa,2017 VI,"2,2"
Wyszczególnienie,Bieżąca sytuacja finansowa przedsiębiorstwa,2017 VII,"-2,0"
Wyszczególnienie,Bieżąca sytuacja finansowa przedsiębiorstwa,2017 VIII,"-7,6"
Wyszczególnienie,Bieżąca sytuacja finansowa przedsiębiorstwa,2017 IX,"-2,0"
Wyszczególnienie,Bieżąca sytuacja finansowa przedsiębiorstwa,2017 X,"1,5"
Wyszczególnienie,Bieżąca sytuacja finansowa przedsiębiorstwa,2017 XI,"0,7"
Wyszczególnienie,Bieżąca sytuacja finansowa przedsiębiorstwa,2017 XII,"-3,1"
Wyszczególnienie,Bieżąca sytuacja finansowa przedsiębiorstwa,2018 I,"-2,0"
Wyszczególnienie,Bieżąca sytuacja finansowa przedsiębiorstwa,2018 II,"-3,3"
Wyszczególnienie,Bieżąca sytuacja finansowa przedsiębiorstwa,2018 III,"-3,6"
Wyszczególnienie,Bieżąca sytuacja finansowa przedsiębiorstwa,2018 IV,"-2,0"
Wyszczególnienie,Bieżąca sytuacja finansowa przedsiębiorstwa,2018 V,"-2,3"
Wyszczególnienie,Bieżąca sytuacja finansowa przedsiębiorstwa,2018 VI,"-4,5"
Wyszczególnienie,Bieżąca sytuacja finansowa przedsiębiorstwa,2018 VII,"-0,4"
Wyszczególnienie,Bieżąca sytuacja finansowa przedsiębiorstwa,2018 VIII,"1,0"
Wyszczególnienie,Bieżąca sytuacja finansowa przedsiębiorstwa,2018 IX,"-8,1"
Wyszczególnienie,Bieżąca sytuacja finansowa przedsiębiorstwa,2018 X,"-9,5"
Wyszczególnienie,Bieżąca sytuacja finansowa przedsiębiorstwa,2018 XI,"-8,3"
Wyszczególnienie,Bieżąca sytuacja finansowa przedsiębiorstwa,2018 XII,"-3,2"
Wyszczególnienie,Bieżąca sytuacja finansowa przedsiębiorstwa,2019 I,"-6,1"
Wyszczególnienie,Bieżąca sytuacja finansowa przedsiębiorstwa,2019 II,"-5,2"
Wyszczególnienie,Bieżąca sytuacja finansowa przedsiębiorstwa,2019 III,"-9,5"
Wyszczególnienie,Bieżąca sytuacja finansowa przedsiębiorstwa,2019 IV,"-5,9"
Wyszczególnienie,Bieżąca sytuacja finansowa przedsiębiorstwa,2019 V,"-6,1"
Wyszczególnienie,Bieżąca sytuacja finansowa przedsiębiorstwa,2019 VI,"-2,4"
Wyszczególnienie,Bieżąca sytuacja finansowa przedsiębiorstwa,2019 VII,"-3,4"
Wyszczególnienie,Bieżąca sytuacja finansowa przedsiębiorstwa,2019 VIII,"-2,0"
Wyszczególnienie,Bieżąca sytuacja finansowa przedsiębiorstwa,2019 IX,"-5,5"
Wyszczególnienie,Bieżąca sytuacja finansowa przedsiębiorstwa,2019 X,"-5,6"
Wyszczególnienie,Bieżąca sytuacja finansowa przedsiębiorstwa,2019 XI,"-3,2"
Wyszczególnienie,Bieżąca sytuacja finansowa przedsiębiorstwa,2019 XII,"-1,1"
Wyszczególnienie,Bieżąca sytuacja finansowa przedsiębiorstwa,2020 I,"2,7"
Wyszczególnienie,Bieżąca sytuacja finansowa przedsiębiorstwa,2020 II,"-3,4"
Wyszczególnienie,Bieżąca sytuacja finansowa przedsiębiorstwa,2020 III,"-4,9"
Wyszczególnienie,Bieżąca sytuacja finansowa przedsiębiorstwa,2020 IV,"-31,0"
Wyszczególnienie,Bieżąca sytuacja finansowa przedsiębiorstwa,2020 V,"-32,2"
Wyszczególnienie,Bieżąca sytuacja finansowa przedsiębiorstwa,2020 VI,"-25,0"
Wyszczególnienie,Bieżąca sytuacja finansowa przedsiębiorstwa,2020 VII,"-10,0"
Wyszczególnienie,Bieżąca sytuacja finansowa przedsiębiorstwa,2020 VIII,"-12,7"
Wyszczególnienie,Bieżąca sytuacja finansowa przedsiębiorstwa,2020 IX,"-12,7"
Wyszczególnienie,Bieżąca sytuacja finansowa przedsiębiorstwa,2020 X,"-2,8"
Wyszczególnienie,Bieżąca sytuacja finansowa przedsiębiorstwa,2020 XI,"-7,6"
Wyszczególnienie,Bieżąca sytuacja finansowa przedsiębiorstwa,2020 XII,"-7,0"
Wyszczególnienie,Bieżąca sytuacja finansowa przedsiębiorstwa,2021 I,"-5,7"
Wyszczególnienie,Bieżąca sytuacja finansowa przedsiębiorstwa,2021 II,"-7,5"
Wyszczególnienie,Bieżąca sytuacja finansowa przedsiębiorstwa,2021 III,"-9,3"
Wyszczególnienie,Bieżąca sytuacja finansowa przedsiębiorstwa,2021 IV,"-7,9"
Wyszczególnienie,Bieżąca sytuacja finansowa przedsiębiorstwa,2021 V,"-4,5"
Wyszczególnienie,Bieżąca sytuacja finansowa przedsiębiorstwa,2021 VI,"-9,1"
Wyszczególnienie,Bieżąca sytuacja finansowa przedsiębiorstwa,2021 VII,"-5,7"
Wyszczególnienie,Bieżąca sytuacja finansowa przedsiębiorstwa,2021 VIII,"-5,6"
Wyszczególnienie,Bieżąca sytuacja finansowa przedsiębiorstwa,2021 IX,"-7,8"
Wyszczególnienie,Bieżąca sytuacja finansowa przedsiębiorstwa,2021 X,"-4,7"
Wyszczególnienie,Bieżąca sytuacja finansowa przedsiębiorstwa,2021 XI,"-6,8"
Wyszczególnienie,Bieżąca sytuacja finansowa przedsiębiorstwa,2021 XII,"-4,3"
Wyszczególnienie,Opóźnienia płatności,2014 I,"-7,1"
Wyszczególnienie,Opóźnienia płatności,2014 II,"-11,1"
Wyszczególnienie,Opóźnienia płatności,2014 III,"-9,7"
Wyszczególnienie,Opóźnienia płatności,2014 IV,"-6,7"
Wyszczególnienie,Opóźnienia płatności,2014 V,"-8,0"
Wyszczególnienie,Opóźnienia płatności,2014 VI,"-10,3"
Wyszczególnienie,Opóźnienia płatności,2014 VII,"-11,6"
Wyszczególnienie,Opóźnienia płatności,2014 VIII,"-11,9"
Wyszczególnienie,Opóźnienia płatności,2014 IX,"-6,8"
Wyszczególnienie,Opóźnienia płatności,2014 X,"-8,5"
Wyszczególnienie,Opóźnienia płatności,2014 XI,"-12,6"
Wyszczególnienie,Opóźnienia płatności,2014 XII,"-4,7"
Wyszczególnienie,Opóźnienia płatności,2015 I,"-0,9"
Wyszczególnienie,Opóźnienia płatności,2015 II,"-2,0"
Wyszczególnienie,Opóźnienia płatności,2015 III,"-2,9"
Wyszczególnienie,Opóźnienia płatności,2015 IV,"-1,5"
Wyszczególnienie,Opóźnienia płatności,2015 V,"-5,2"
Wyszczególnienie,Opóźnienia płatności,2015 VI,"1,5"
Wyszczególnienie,Opóźnienia płatności,2015 VII,"-1,8"
Wyszczególnienie,Opóźnienia płatności,2015 VIII,"0,8"
Wyszczególnienie,Opóźnienia płatności,2015 IX,"1,9"
Wyszczególnienie,Opóźnienia płatności,2015 X,"2,3"
Wyszczególnienie,Opóźnienia płatności,2015 XI,"-2,1"
Wyszczególnienie,Opóźnienia płatności,2015 XII,"-4,7"
Wyszczególnienie,Opóźnienia płatności,2016 I,"-0,7"
Wyszczególnienie,Opóźnienia płatności,2016 II,"-10,1"
Wyszczególnienie,Opóźnienia płatności,2016 III,"-10,3"
Wyszczególnienie,Opóźnienia płatności,2016 IV,"-4,7"
Wyszczególnienie,Opóźnienia płatności,2016 V,"-4,8"
Wyszczególnienie,Opóźnienia płatności,2016 VI,"-4,9"
Wyszczególnienie,Opóźnienia płatności,2016 VII,"-1,8"
Wyszczególnienie,Opóźnienia płatności,2016 VIII,"-4,9"
Wyszczególnienie,Opóźnienia płatności,2016 IX,"-6,7"
Wyszczególnienie,Opóźnienia płatności,2016 X,"4,2"
Wyszczególnienie,Opóźnienia płatności,2016 XI,"-4,7"
Wyszczególnienie,Opóźnienia płatności,2016 XII,"-3,6"
Wyszczególnienie,Opóźnienia płatności,2017 I,"-6,3"
Wyszczególnienie,Opóźnienia płatności,2017 II,"-2,1"
Wyszczególnienie,Opóźnienia płatności,2017 III,"-4,7"
Wyszczególnienie,Opóźnienia płatności,2017 IV,"-1,5"
Wyszczególnienie,Opóźnienia płatności,2017 V,"-1,0"
Wyszczególnienie,Opóźnienia płatności,2017 VI,"-4,4"
Wyszczególnienie,Opóźnienia płatności,2017 VII,"-4,3"
Wyszczególnienie,Opóźnienia płatności,2017 VIII,"-6,9"
Wyszczególnienie,Opóźnienia płatności,2017 IX,"-7,0"
Wyszczególnienie,Opóźnienia płatności,2017 X,"-4,9"
Wyszczególnienie,Opóźnienia płatności,2017 XI,"-5,6"
Wyszczególnienie,Opóźnienia płatności,2017 XII,"-4,0"
Wyszczególnienie,Opóźnienia płatności,2018 I,"-6,8"
Wyszczególnienie,Opóźnienia płatności,2018 II,"-4,2"
Wyszczególnienie,Opóźnienia płatności,2018 III,"-0,7"
Wyszczególnienie,Opóźnienia płatności,2018 IV,"-0,3"
Wyszczególnienie,Opóźnienia płatności,2018 V,"-6,7"
Wyszczególnienie,Opóźnienia płatności,2018 VI,"-10,7"
Wyszczególnienie,Opóźnienia płatności,2018 VII,"-7,0"
Wyszczególnienie,Opóźnienia płatności,2018 VIII,"-7,2"
Wyszczególnienie,Opóźnienia płatności,2018 IX,"-12,2"
Wyszczególnienie,Opóźnienia płatności,2018 X,"-10,3"
Wyszczególnienie,Opóźnienia płatności,2018 XI,"-10,4"
Wyszczególnienie,Opóźnienia płatności,2018 XII,"-11,5"
Wyszczególnienie,Opóźnienia płatności,2019 I,"-4,9"
Wyszczególnienie,Opóźnienia płatności,2019 II,"-7,5"
Wyszczególnienie,Opóźnienia płatności,2019 III,"-6,7"
Wyszczególnienie,Opóźnienia płatności,2019 IV,"-8,0"
Wyszczególnienie,Opóźnienia płatności,2019 V,"-5,9"
Wyszczególnienie,Opóźnienia płatności,2019 VI,"-10,2"
Wyszczególnienie,Opóźnienia płatności,2019 VII,"-10,3"
Wyszczególnienie,Opóźnienia płatności,2019 VIII,"-10,5"
Wyszczególnienie,Opóźnienia płatności,2019 IX,"-10,8"
Wyszczególnienie,Opóźnienia płatności,2019 X,"-14,0"
Wyszczególnienie,Opóźnienia płatności,2019 XI,"-11,1"
Wyszczególnienie,Opóźnienia płatności,2019 XII,"-8,0"
Wyszczególnienie,Opóźnienia płatności,2020 I,"-8,1"
Wyszczególnienie,Opóźnienia płatności,2020 II,"-3,1"
Wyszczególnienie,Opóźnienia płatności,2020 III,"-4,1"
Wyszczególnienie,Opóźnienia płatności,2020 IV,"-31,4"
Wyszczególnienie,Opóźnienia płatności,2020 V,"-29,7"
Wyszczególnienie,Opóźnienia płatności,2020 VI,"-25,8"
Wyszczególnienie,Opóźnienia płatności,2020 VII,"-15,0"
Wyszczególnienie,Opóźnienia płatności,2020 VIII,"-11,1"
Wyszczególnienie,Opóźnienia płatności,2020 IX,"-8,2"
Wyszczególnienie,Opóźnienia płatności,2020 X,"-11,7"
Wyszczególnienie,Opóźnienia płatności,2020 XI,"-15,2"
Wyszczególnienie,Opóźnienia płatności,2020 XII,"-11,7"
Wyszczególnienie,Opóźnienia płatności,2021 I,"-5,1"
Wyszczególnienie,Opóźnienia płatności,2021 II,"-7,0"
Wyszczególnienie,Opóźnienia płatności,2021 III,"-7,6"
Wyszczególnienie,Opóźnienia płatności,2021 IV,"-11,7"
Wyszczególnienie,Opóźnienia płatności,2021 V,"-10,3"
Wyszczególnienie,Opóźnienia płatności,2021 VI,"-16,8"
Wyszczególnienie,Opóźnienia płatności,2021 VII,"-10,5"
Wyszczególnienie,Opóźnienia płatności,2021 VIII,"-10,5"
Wyszczególnienie,Opóźnienia płatności,2021 IX,"-6,5"
Wyszczególnienie,Opóźnienia płatności,2021 X,"-7,3"
Wyszczególnienie,Opóźnienia płatności,2021 XI,"-10,8"
Wyszczególnienie,Opóźnienia płatności,2021 XII,"-9,9"
Wyszczególnienie,Przewidywana ogólna sytuacja gospodarcza przedsiębiorstwa,2014 I,"-8,2"
Wyszczególnienie,Przewidywana ogólna sytuacja gospodarcza przedsiębiorstwa,2014 II,"5,4"
Wyszczególnienie,Przewidywana ogólna sytuacja gospodarcza przedsiębiorstwa,2014 III,"18,7"
Wyszczególnienie,Przewidywana ogólna sytuacja gospodarcza przedsiębiorstwa,2014 IV,"19,9"
Wyszczególnienie,Przewidywana ogólna sytuacja gospodarcza przedsiębiorstwa,2014 V,"26,0"
Wyszczególnienie,Przewidywana ogólna sytuacja gospodarcza przedsiębiorstwa,2014 VI,"20,0"
Wyszczególnienie,Przewidywana ogólna sytuacja gospodarcza przedsiębiorstwa,2014 VII,"10,0"
Wyszczególnienie,Przewidywana ogólna sytuacja gospodarcza przedsiębiorstwa,2014 VIII,"8,7"
Wyszczególnienie,Przewidywana ogólna sytuacja gospodarcza przedsiębiorstwa,2014 IX,"8,9"
Wyszczególnienie,Przewidywana ogólna sytuacja gospodarcza przedsiębiorstwa,2014 X,"1,3"
Wyszczególnienie,Przewidywana ogólna sytuacja gospodarcza przedsiębiorstwa,2014 XI,"-2,9"
Wyszczególnienie,Przewidywana ogólna sytuacja gospodarcza przedsiębiorstwa,2014 XII,"-11,3"
Wyszczególnienie,Przewidywana ogólna sytuacja gospodarcza przedsiębiorstwa,2015 I,"-0,3"
Wyszczególnienie,Przewidywana ogólna sytuacja gospodarcza przedsiębiorstwa,2015 II,"2,8"
Wyszczególnienie,Przewidywana ogólna sytuacja gospodarcza przedsiębiorstwa,2015 III,"11,7"
Wyszczególnienie,Przewidywana ogólna sytuacja gospodarcza przedsiębiorstwa,2015 IV,"12,3"
Wyszczególnienie,Przewidywana ogólna sytuacja gospodarcza przedsiębiorstwa,2015 V,"17,1"
Wyszczególnienie,Przewidywana ogólna sytuacja gospodarcza przedsiębiorstwa,2015 VI,"13,6"
Wyszczególnienie,Przewidywana ogólna sytuacja gospodarcza przedsiębiorstwa,2015 VII,"11,4"
Wyszczególnienie,Przewidywana ogólna sytuacja gospodarcza przedsiębiorstwa,2015 VIII,"13,6"
Wyszczególnienie,Przewidywana ogólna sytuacja gospodarcza przedsiębiorstwa,2015 IX,"9,8"
Wyszczególnienie,Przewidywana ogólna sytuacja gospodarcza przedsiębiorstwa,2015 X,"5,1"
Wyszczególnienie,Przewidywana ogólna sytuacja gospodarcza przedsiębiorstwa,2015 XI,"3,4"
Wyszczególnienie,Przewidywana ogólna sytuacja gospodarcza przedsiębiorstwa,2015 XII,"-7,2"
Wyszczególnienie,Przewidywana ogólna sytuacja gospodarcza przedsiębiorstwa,2016 I,"-6,6"
Wyszczególnienie,Przewidywana ogólna sytuacja gospodarcza przedsiębiorstwa,2016 II,"1,8"
Wyszczególnienie,Przewidywana ogólna sytuacja gospodarcza przedsiębiorstwa,2016 III,"7,6"
Wyszczególnienie,Przewidywana ogólna sytuacja gospodarcza przedsiębiorstwa,2016 IV,"9,0"
Wyszczególnienie,Przewidywana ogólna sytuacja gospodarcza przedsiębiorstwa,2016 V,"12,1"
Wyszczególnienie,Przewidywana ogólna sytuacja gospodarcza przedsiębiorstwa,2016 VI,"11,1"
Wyszczególnienie,Przewidywana ogólna sytuacja gospodarcza przedsiębiorstwa,2016 VII,"11,6"
Wyszczególnienie,Przewidywana ogólna sytuacja gospodarcza przedsiębiorstwa,2016 VIII,"7,9"
Wyszczególnienie,Przewidywana ogólna sytuacja gospodarcza przedsiębiorstwa,2016 IX,"12,2"
Wyszczególnienie,Przewidywana ogólna sytuacja gospodarcza przedsiębiorstwa,2016 X,"0,5"
Wyszczególnienie,Przewidywana ogólna sytuacja gospodarcza przedsiębiorstwa,2016 XI,"-2,1"
Wyszczególnienie,Przewidywana ogólna sytuacja gospodarcza przedsiębiorstwa,2016 XII,"-1,7"
Wyszczególnienie,Przewidywana ogólna sytuacja gospodarcza przedsiębiorstwa,2017 I,"-4,3"
Wyszczególnienie,Przewidywana ogólna sytuacja gospodarcza przedsiębiorstwa,2017 II,"4,3"
Wyszczególnienie,Przewidywana ogólna sytuacja gospodarcza przedsiębiorstwa,2017 III,"7,7"
Wyszczególnienie,Przewidywana ogólna sytuacja gospodarcza przedsiębiorstwa,2017 IV,"14,0"
Wyszczególnienie,Przewidywana ogólna sytuacja gospodarcza przedsiębiorstwa,2017 V,"16,8"
Wyszczególnienie,Przewidywana ogólna sytuacja gospodarcza przedsiębiorstwa,2017 VI,"15,6"
Wyszczególnienie,Przewidywana ogólna sytuacja gospodarcza przedsiębiorstwa,2017 VII,"12,4"
Wyszczególnienie,Przewidywana ogólna sytuacja gospodarcza przedsiębiorstwa,2017 VIII,"6,9"
Wyszczególnienie,Przewidywana ogólna sytuacja gospodarcza przedsiębiorstwa,2017 IX,"5,1"
Wyszczególnienie,Przewidywana ogólna sytuacja gospodarcza przedsiębiorstwa,2017 X,"7,0"
Wyszczególnienie,Przewidywana ogólna sytuacja gospodarcza przedsiębiorstwa,2017 XI,"0,9"
