Textbox_UWAGA,Textbox_UWAGA2,Textbox_TYTUL,Textbox_PARAMETRY
Wyszczególnienie,Bieżąca produkcja na rynku krajowym,2018 V,"9,5"
Wyszczególnienie,Bieżąca produkcja na rynku krajowym,2018 VI,"9,9"
Wyszczególnienie,Bieżąca produkcja na rynku krajowym,2018 VII,"8,6"
Wyszczególnienie,Bieżąca produkcja na rynku krajowym,2018 VIII,"8,1"
Wyszczególnienie,Bieżąca produkcja na rynku krajowym,2018 IX,"5,7"
Wyszczególnienie,Bieżąca produkcja na rynku krajowym,2018 X,"3,6"
Wyszczególnienie,Bieżąca produkcja na rynku krajowym,2018 XI,"0,9"
Wyszczególnienie,Bieżąca produkcja na rynku krajowym,2018 XII,"-4,4"
Wyszczególnienie,Bieżąca produkcja na rynku krajowym,2019 I,"-4,8"
Wyszczególnienie,Bieżąca produkcja na rynku krajowym,2019 II,"-7,2"
Wyszczególnienie,Bieżąca produkcja na rynku krajowym,2019 III,"-4,3"
Wyszczególnienie,Bieżąca produkcja na rynku krajowym,2019 IV,"1,8"
Wyszczególnienie,Bieżąca produkcja na rynku krajowym,2019 V,"2,2"
Wyszczególnienie,Bieżąca produkcja na rynku krajowym,2019 VI,"2,8"
Wyszczególnienie,Bieżąca produkcja na rynku krajowym,2019 VII,"1,0"
Wyszczególnienie,Bieżąca produkcja na rynku krajowym,2019 VIII,"1,4"
Wyszczególnienie,Bieżąca produkcja na rynku krajowym,2019 IX,"-0,8"
Wyszczególnienie,Bieżąca produkcja na rynku krajowym,2019 X,"-4,0"
Wyszczególnienie,Bieżąca produkcja na rynku krajowym,2019 XI,"-6,4"
Wyszczególnienie,Bieżąca produkcja na rynku krajowym,2019 XII,"-9,5"
Wyszczególnienie,Bieżąca produkcja na rynku krajowym,2020 I,"-9,5"
Wyszczególnienie,Bieżąca produkcja na rynku krajowym,2020 II,"-11,8"
Wyszczególnienie,Bieżąca produkcja na rynku krajowym,2020 III,"-11,3"
Wyszczególnienie,Bieżąca produkcja na rynku krajowym,2020 IV,"-50,4"
Wyszczególnienie,Bieżąca produkcja na rynku krajowym,2020 V,"-47,7"
Wyszczególnienie,Bieżąca produkcja na rynku krajowym,2020 VI,"-37,9"
Wyszczególnienie,Bieżąca produkcja na rynku krajowym,2020 VII,"-25,2"
Wyszczególnienie,Bieżąca produkcja na rynku krajowym,2020 VIII,"-20,3"
Wyszczególnienie,Bieżąca produkcja na rynku krajowym,2020 IX,"-16,8"
Wyszczególnienie,Bieżąca produkcja na rynku krajowym,2020 X,"-17,4"
Wyszczególnienie,Bieżąca produkcja na rynku krajowym,2020 XI,"-27,3"
Wyszczególnienie,Bieżąca produkcja na rynku krajowym,2020 XII,"-25,5"
Wyszczególnienie,Bieżąca produkcja na rynku krajowym,2021 I,"-30,3"
Wyszczególnienie,Bieżąca produkcja na rynku krajowym,2021 II,"-33,5"
Wyszczególnienie,Bieżąca produkcja na rynku krajowym,2021 III,"-27,1"
Wyszczególnienie,Bieżąca produkcja na rynku krajowym,2021 IV,"-18,9"
Wyszczególnienie,Bieżąca produkcja na rynku krajowym,2021 V,"-11,6"
Wyszczególnienie,Bieżąca produkcja na rynku krajowym,2021 VI,"-6,5"
Wyszczególnienie,Bieżąca produkcja na rynku krajowym,2021 VII,"-5,5"
Wyszczególnienie,Bieżąca produkcja na rynku krajowym,2021 VIII,"-5,9"
Wyszczególnienie,Bieżąca produkcja na rynku krajowym,2021 IX,"-6,5"
Wyszczególnienie,Bieżąca produkcja na rynku krajowym,2021 X,"-6,7"
Wyszczególnienie,Bieżąca produkcja na rynku krajowym,2021 XI,"-9,0"
Wyszczególnienie,Bieżąca produkcja na rynku krajowym,2021 XII,"-13,0"
Wyszczególnienie,Bieżąca sytuacja finansowa przedsiębiorstwa,2014 I,"-26,1"
Wyszczególnienie,Bieżąca sytuacja finansowa przedsiębiorstwa,2014 II,"-32,3"
Wyszczególnienie,Bieżąca sytuacja finansowa przedsiębiorstwa,2014 III,"-27,2"
Wyszczególnienie,Bieżąca sytuacja finansowa przedsiębiorstwa,2014 IV,"-20,2"
Wyszczególnienie,Bieżąca sytuacja finansowa przedsiębiorstwa,2014 V,"-16,5"
Wyszczególnienie,Bieżąca sytuacja finansowa przedsiębiorstwa,2014 VI,"-13,8"
Wyszczególnienie,Bieżąca sytuacja finansowa przedsiębiorstwa,2014 VII,"-9,8"
Wyszczególnienie,Bieżąca sytuacja finansowa przedsiębiorstwa,2014 VIII,"-8,3"
Wyszczególnienie,Bieżąca sytuacja finansowa przedsiębiorstwa,2014 IX,"-10,1"
Wyszczególnienie,Bieżąca sytuacja finansowa przedsiębiorstwa,2014 X,"-10,3"
Wyszczególnienie,Bieżąca sytuacja finansowa przedsiębiorstwa,2014 XI,"-11,7"
Wyszczególnienie,Bieżąca sytuacja finansowa przedsiębiorstwa,2014 XII,"-17,0"
Wyszczególnienie,Bieżąca sytuacja finansowa przedsiębiorstwa,2015 I,"-19,2"
Wyszczególnienie,Bieżąca sytuacja finansowa przedsiębiorstwa,2015 II,"-26,9"
Wyszczególnienie,Bieżąca sytuacja finansowa przedsiębiorstwa,2015 III,"-22,1"
Wyszczególnienie,Bieżąca sytuacja finansowa przedsiębiorstwa,2015 IV,"-15,5"
Wyszczególnienie,Bieżąca sytuacja finansowa przedsiębiorstwa,2015 V,"-11,9"
Wyszczególnienie,Bieżąca sytuacja finansowa przedsiębiorstwa,2015 VI,"-9,9"
Wyszczególnienie,Bieżąca sytuacja finansowa przedsiębiorstwa,2015 VII,"-6,8"
Wyszczególnienie,Bieżąca sytuacja finansowa przedsiębiorstwa,2015 VIII,"-6,2"
Wyszczególnienie,Bieżąca sytuacja finansowa przedsiębiorstwa,2015 IX,"-8,8"
Wyszczególnienie,Bieżąca sytuacja finansowa przedsiębiorstwa,2015 X,"-8,4"
Wyszczególnienie,Bieżąca sytuacja finansowa przedsiębiorstwa,2015 XI,"-10,4"
Wyszczególnienie,Bieżąca sytuacja finansowa przedsiębiorstwa,2015 XII,"-14,5"
Wyszczególnienie,Bieżąca sytuacja finansowa przedsiębiorstwa,2016 I,"-18,4"
Wyszczególnienie,Bieżąca sytuacja finansowa przedsiębiorstwa,2016 II,"-23,5"
Wyszczególnienie,Bieżąca sytuacja finansowa przedsiębiorstwa,2016 III,"-22,4"
Wyszczególnienie,Bieżąca sytuacja finansowa przedsiębiorstwa,2016 IV,"-16,6"
Wyszczególnienie,Bieżąca sytuacja finansowa przedsiębiorstwa,2016 V,"-12,0"
Wyszczególnienie,Bieżąca sytuacja finansowa przedsiębiorstwa,2016 VI,"-9,7"
Wyszczególnienie,Bieżąca sytuacja finansowa przedsiębiorstwa,2016 VII,"-8,9"
Wyszczególnienie,Bieżąca sytuacja finansowa przedsiębiorstwa,2016 VIII,"-8,9"
Wyszczególnienie,Bieżąca sytuacja finansowa przedsiębiorstwa,2016 IX,"-9,4"
Wyszczególnienie,Bieżąca sytuacja finansowa przedsiębiorstwa,2016 X,"-10,7"
Wyszczególnienie,Bieżąca sytuacja finansowa przedsiębiorstwa,2016 XI,"-13,4"
Wyszczególnienie,Bieżąca sytuacja finansowa przedsiębiorstwa,2016 XII,"-17,3"
Wyszczególnienie,Bieżąca sytuacja finansowa przedsiębiorstwa,2017 I,"-21,3"
Wyszczególnienie,Bieżąca sytuacja finansowa przedsiębiorstwa,2017 II,"-25,4"
Wyszczególnienie,Bieżąca sytuacja finansowa przedsiębiorstwa,2017 III,"-20,7"
Wyszczególnienie,Bieżąca sytuacja finansowa przedsiębiorstwa,2017 IV,"-12,3"
Wyszczególnienie,Bieżąca sytuacja finansowa przedsiębiorstwa,2017 V,"-11,5"
Wyszczególnienie,Bieżąca sytuacja finansowa przedsiębiorstwa,2017 VI,"-5,7"
Wyszczególnienie,Bieżąca sytuacja finansowa przedsiębiorstwa,2017 VII,"-3,3"
Wyszczególnienie,Bieżąca sytuacja finansowa przedsiębiorstwa,2017 VIII,"-3,6"
Wyszczególnienie,Bieżąca sytuacja finansowa przedsiębiorstwa,2017 IX,"-1,1"
Wyszczególnienie,Bieżąca sytuacja finansowa przedsiębiorstwa,2017 X,"-2,5"
Wyszczególnienie,Bieżąca sytuacja finansowa przedsiębiorstwa,2017 XI,"-4,1"
Wyszczególnienie,Bieżąca sytuacja finansowa przedsiębiorstwa,2017 XII,"-4,2"
Wyszczególnienie,Bieżąca sytuacja finansowa przedsiębiorstwa,2018 I,"-2,8"
Wyszczególnienie,Bieżąca sytuacja finansowa przedsiębiorstwa,2018 II,"-7,2"
Wyszczególnienie,Bieżąca sytuacja finansowa przedsiębiorstwa,2018 III,"-9,0"
Wyszczególnienie,Bieżąca sytuacja finansowa przedsiębiorstwa,2018 IV,"-4,3"
Wyszczególnienie,Bieżąca sytuacja finansowa przedsiębiorstwa,2018 V,"-1,4"
Wyszczególnienie,Bieżąca sytuacja finansowa przedsiębiorstwa,2018 VI,"0,4"
Wyszczególnienie,Bieżąca sytuacja finansowa przedsiębiorstwa,2018 VII,"0,5"
Wyszczególnienie,Bieżąca sytuacja finansowa przedsiębiorstwa,2018 VIII,"1,7"
Wyszczególnienie,Bieżąca sytuacja finansowa przedsiębiorstwa,2018 IX,"0,5"
Wyszczególnienie,Bieżąca sytuacja finansowa przedsiębiorstwa,2018 X,"-0,9"
Wyszczególnienie,Bieżąca sytuacja finansowa przedsiębiorstwa,2018 XI,"-1,7"
Wyszczególnienie,Bieżąca sytuacja finansowa przedsiębiorstwa,2018 XII,"-3,2"
Wyszczególnienie,Bieżąca sytuacja finansowa przedsiębiorstwa,2019 I,"-4,2"
Wyszczególnienie,Bieżąca sytuacja finansowa przedsiębiorstwa,2019 II,"-8,3"
Wyszczególnienie,Bieżąca sytuacja finansowa przedsiębiorstwa,2019 III,"-7,4"
Wyszczególnienie,Bieżąca sytuacja finansowa przedsiębiorstwa,2019 IV,"-3,3"
Wyszczególnienie,Bieżąca sytuacja finansowa przedsiębiorstwa,2019 V,"-3,1"
Wyszczególnienie,Bieżąca sytuacja finansowa przedsiębiorstwa,2019 VI,"-2,1"
Wyszczególnienie,Bieżąca sytuacja finansowa przedsiębiorstwa,2019 VII,"-1,8"
Wyszczególnienie,Bieżąca sytuacja finansowa przedsiębiorstwa,2019 VIII,"-1,6"
Wyszczególnienie,Bieżąca sytuacja finansowa przedsiębiorstwa,2019 IX,"-2,8"
Wyszczególnienie,Bieżąca sytuacja finansowa przedsiębiorstwa,2019 X,"-4,9"
Wyszczególnienie,Bieżąca sytuacja finansowa przedsiębiorstwa,2019 XI,"-6,4"
Wyszczególnienie,Bieżąca sytuacja finansowa przedsiębiorstwa,2019 XII,"-8,2"
Wyszczególnienie,Bieżąca sytuacja finansowa przedsiębiorstwa,2020 I,"-8,9"
Wyszczególnienie,Bieżąca sytuacja finansowa przedsiębiorstwa,2020 II,"-11,8"
Wyszczególnienie,Bieżąca sytuacja finansowa przedsiębiorstwa,2020 III,"-13,0"
Wyszczególnienie,Bieżąca sytuacja finansowa przedsiębiorstwa,2020 IV,"-49,6"
Wyszczególnienie,Bieżąca sytuacja finansowa przedsiębiorstwa,2020 V,"-48,0"
Wyszczególnienie,Bieżąca sytuacja finansowa przedsiębiorstwa,2020 VI,"-35,4"
Wyszczególnienie,Bieżąca sytuacja finansowa przedsiębiorstwa,2020 VII,"-22,4"
Wyszczególnienie,Bieżąca sytuacja finansowa przedsiębiorstwa,2020 VIII,"-18,8"
Wyszczególnienie,Bieżąca sytuacja finansowa przedsiębiorstwa,2020 IX,"-16,2"
Wyszczególnienie,Bieżąca sytuacja finansowa przedsiębiorstwa,2020 X,"-16,3"
Wyszczególnienie,Bieżąca sytuacja finansowa przedsiębiorstwa,2020 XI,"-24,4"
Wyszczególnienie,Bieżąca sytuacja finansowa przedsiębiorstwa,2020 XII,"-22,3"
Wyszczególnienie,Bieżąca sytuacja finansowa przedsiębiorstwa,2021 I,"-25,3"
Wyszczególnienie,Bieżąca sytuacja finansowa przedsiębiorstwa,2021 II,"-28,8"
Wyszczególnienie,Bieżąca sytuacja finansowa przedsiębiorstwa,2021 III,"-26,8"
Wyszczególnienie,Bieżąca sytuacja finansowa przedsiębiorstwa,2021 IV,"-22,3"
Wyszczególnienie,Bieżąca sytuacja finansowa przedsiębiorstwa,2021 V,"-16,6"
Wyszczególnienie,Bieżąca sytuacja finansowa przedsiębiorstwa,2021 VI,"-12,8"
Wyszczególnienie,Bieżąca sytuacja finansowa przedsiębiorstwa,2021 VII,"-10,2"
Wyszczególnienie,Bieżąca sytuacja finansowa przedsiębiorstwa,2021 VIII,"-10,4"
Wyszczególnienie,Bieżąca sytuacja finansowa przedsiębiorstwa,2021 IX,"-10,4"
Wyszczególnienie,Bieżąca sytuacja finansowa przedsiębiorstwa,2021 X,"-10,9"
Wyszczególnienie,Bieżąca sytuacja finansowa przedsiębiorstwa,2021 XI,"-12,1"
Wyszczególnienie,Bieżąca sytuacja finansowa przedsiębiorstwa,2021 XII,"-14,2"
Wyszczególnienie,Opóźnienia płatności,2014 I,"-18,4"
Wyszczególnienie,Opóźnienia płatności,2014 II,"-21,3"
Wyszczególnienie,Opóźnienia płatności,2014 III,"-19,6"
Wyszczególnienie,Opóźnienia płatności,2014 IV,"-17,7"
Wyszczególnienie,Opóźnienia płatności,2014 V,"-16,1"
Wyszczególnienie,Opóźnienia płatności,2014 VI,"-15,3"
Wyszczególnienie,Opóźnienia płatności,2014 VII,"-14,5"
Wyszczególnienie,Opóźnienia płatności,2014 VIII,"-15,5"
Wyszczególnienie,Opóźnienia płatności,2014 IX,"-13,5"
Wyszczególnienie,Opóźnienia płatności,2014 X,"-13,5"
Wyszczególnienie,Opóźnienia płatności,2014 XI,"-13,6"
Wyszczególnienie,Opóźnienia płatności,2014 XII,"-14,1"
Wyszczególnienie,Opóźnienia płatności,2015 I,"-13,5"
Wyszczególnienie,Opóźnienia płatności,2015 II,"-15,2"
Wyszczególnienie,Opóźnienia płatności,2015 III,"-14,5"
Wyszczególnienie,Opóźnienia płatności,2015 IV,"-12,5"
Wyszczególnienie,Opóźnienia płatności,2015 V,"-12,1"
Wyszczególnienie,Opóźnienia płatności,2015 VI,"-11,8"
Wyszczególnienie,Opóźnienia płatności,2015 VII,"-11,6"
Wyszczególnienie,Opóźnienia płatności,2015 VIII,"-10,0"
Wyszczególnienie,Opóźnienia płatności,2015 IX,"-9,8"
Wyszczególnienie,Opóźnienia płatności,2015 X,"-10,4"
Wyszczególnienie,Opóźnienia płatności,2015 XI,"-10,9"
Wyszczególnienie,Opóźnienia płatności,2015 XII,"-10,4"
Wyszczególnienie,Opóźnienia płatności,2016 I,"-10,6"
Wyszczególnienie,Opóźnienia płatności,2016 II,"-11,7"
Wyszczególnienie,Opóźnienia płatności,2016 III,"-11,4"
Wyszczególnienie,Opóźnienia płatności,2016 IV,"-10,8"
Wyszczególnienie,Opóźnienia płatności,2016 V,"-9,5"
Wyszczególnienie,Opóźnienia płatności,2016 VI,"-10,0"
Wyszczególnienie,Opóźnienia płatności,2016 VII,"-9,2"
Wyszczególnienie,Opóźnienia płatności,2016 VIII,"-9,1"
Wyszczególnienie,Opóźnienia płatności,2016 IX,"-9,8"
Wyszczególnienie,Opóźnienia płatności,2016 X,"-9,0"
Wyszczególnienie,Opóźnienia płatności,2016 XI,"-10,8"
Wyszczególnienie,Opóźnienia płatności,2016 XII,"-11,3"
Wyszczególnienie,Opóźnienia płatności,2017 I,"-15,1"
Wyszczególnienie,Opóźnienia płatności,2017 II,"-13,8"
Wyszczególnienie,Opóźnienia płatności,2017 III,"-12,4"
Wyszczególnienie,Opóźnienia płatności,2017 IV,"-9,2"
Wyszczególnienie,Opóźnienia płatności,2017 V,"-12,9"
Wyszczególnienie,Opóźnienia płatności,2017 VI,"-10,3"
Wyszczególnienie,Opóźnienia płatności,2017 VII,"-9,5"
Wyszczególnienie,Opóźnienia płatności,2017 VIII,"-9,2"
Wyszczególnienie,Opóźnienia płatności,2017 IX,"-7,1"
Wyszczególnienie,Opóźnienia płatności,2017 X,"-9,1"
Wyszczególnienie,Opóźnienia płatności,2017 XI,"-8,5"
Wyszczególnienie,Opóźnienia płatności,2017 XII,"-8,8"
Wyszczególnienie,Opóźnienia płatności,2018 I,"-7,5"
Wyszczególnienie,Opóźnienia płatności,2018 II,"-9,2"
Wyszczególnienie,Opóźnienia płatności,2018 III,"-9,9"
Wyszczególnienie,Opóźnienia płatności,2018 IV,"-7,4"
Wyszczególnienie,Opóźnienia płatności,2018 V,"-8,1"
Wyszczególnienie,Opóźnienia płatności,2018 VI,"-7,1"
Wyszczególnienie,Opóźnienia płatności,2018 VII,"-8,2"
Wyszczególnienie,Opóźnienia płatności,2018 VIII,"-7,2"
Wyszczególnienie,Opóźnienia płatności,2018 IX,"-8,6"
Wyszczególnienie,Opóźnienia płatności,2018 X,"-8,5"
Wyszczególnienie,Opóźnienia płatności,2018 XI,"-8,8"
Wyszczególnienie,Opóźnienia płatności,2018 XII,"-9,6"
Wyszczególnienie,Opóźnienia płatności,2019 I,"-9,6"
Wyszczególnienie,Opóźnienia płatności,2019 II,"-9,0"
Wyszczególnienie,Opóźnienia płatności,2019 III,"-10,0"
Wyszczególnienie,Opóźnienia płatności,2019 IV,"-8,0"
Wyszczególnienie,Opóźnienia płatności,2019 V,"-8,8"
Wyszczególnienie,Opóźnienia płatności,2019 VI,"-8,8"
Wyszczególnienie,Opóźnienia płatności,2019 VII,"-8,9"
Wyszczególnienie,Opóźnienia płatności,2019 VIII,"-8,3"
Wyszczególnienie,Opóźnienia płatności,2019 IX,"-9,5"
Wyszczególnienie,Opóźnienia płatności,2019 X,"-9,8"
Wyszczególnienie,Opóźnienia płatności,2019 XI,"-9,8"
Wyszczególnienie,Opóźnienia płatności,2019 XII,"-10,3"
Wyszczególnienie,Opóźnienia płatności,2020 I,"-11,6"
Wyszczególnienie,Opóźnienia płatności,2020 II,"-11,9"
Wyszczególnienie,Opóźnienia płatności,2020 III,"-10,1"
Wyszczególnienie,Opóźnienia płatności,2020 IV,"-32,2"
Wyszczególnienie,Opóźnienia płatności,2020 V,"-29,8"
Wyszczególnienie,Opóźnienia płatności,2020 VI,"-21,4"
Wyszczególnienie,Opóźnienia płatności,2020 VII,"-15,0"
Wyszczególnienie,Opóźnienia płatności,2020 VIII,"-13,3"
Wyszczególnienie,Opóźnienia płatności,2020 IX,"-11,6"
Wyszczególnienie,Opóźnienia płatności,2020 X,"-11,8"
Wyszczególnienie,Opóźnienia płatności,2020 XI,"-15,2"
Wyszczególnienie,Opóźnienia płatności,2020 XII,"-14,5"
Wyszczególnienie,Opóźnienia płatności,2021 I,"-13,0"
Wyszczególnienie,Opóźnienia płatności,2021 II,"-13,4"
Wyszczególnienie,Opóźnienia płatności,2021 III,"-13,3"
Wyszczególnienie,Opóźnienia płatności,2021 IV,"-12,7"
Wyszczególnienie,Opóźnienia płatności,2021 V,"-10,6"
Wyszczególnienie,Opóźnienia płatności,2021 VI,"-9,4"
Wyszczególnienie,Opóźnienia płatności,2021 VII,"-7,7"
Wyszczególnienie,Opóźnienia płatności,2021 VIII,"-9,2"
Wyszczególnienie,Opóźnienia płatności,2021 IX,"-10,5"
Wyszczególnienie,Opóźnienia płatności,2021 X,"-12,4"
Wyszczególnienie,Opóźnienia płatności,2021 XI,"-10,3"
Wyszczególnienie,Opóźnienia płatności,2021 XII,"-11,3"
Wyszczególnienie,Przewidywana ogólna sytuacja gospodarcza przedsiębiorstwa,2014 I,"-22,1"
Wyszczególnienie,Przewidywana ogólna sytuacja gospodarcza przedsiębiorstwa,2014 II,"-11,5"
Wyszczególnienie,Przewidywana ogólna sytuacja gospodarcza przedsiębiorstwa,2014 III,"2,0"
Wyszczególnienie,Przewidywana ogólna sytuacja gospodarcza przedsiębiorstwa,2014 IV,"6,9"
Wyszczególnienie,Przewidywana ogólna sytuacja gospodarcza przedsiębiorstwa,2014 V,"6,9"
Wyszczególnienie,Przewidywana ogólna sytuacja gospodarcza przedsiębiorstwa,2014 VI,"6,9"
Wyszczególnienie,Przewidywana ogólna sytuacja gospodarcza przedsiębiorstwa,2014 VII,"5,4"
Wyszczególnienie,Przewidywana ogólna sytuacja gospodarcza przedsiębiorstwa,2014 VIII,"3,5"
Wyszczególnienie,Przewidywana ogólna sytuacja gospodarcza przedsiębiorstwa,2014 IX,"-2,7"
Wyszczególnienie,Przewidywana ogólna sytuacja gospodarcza przedsiębiorstwa,2014 X,"-9,2"
Wyszczególnienie,Przewidywana ogólna sytuacja gospodarcza przedsiębiorstwa,2014 XI,"-16,4"
Wyszczególnienie,Przewidywana ogólna sytuacja gospodarcza przedsiębiorstwa,2014 XII,"-24,6"
Wyszczególnienie,Przewidywana ogólna sytuacja gospodarcza przedsiębiorstwa,2015 I,"-16,2"
Wyszczególnienie,Przewidywana ogólna sytuacja gospodarcza przedsiębiorstwa,2015 II,"-7,0"
Wyszczególnienie,Przewidywana ogólna sytuacja gospodarcza przedsiębiorstwa,2015 III,"3,4"
Wyszczególnienie,Przewidywana ogólna sytuacja gospodarcza przedsiębiorstwa,2015 IV,"8,1"
Wyszczególnienie,Przewidywana ogólna sytuacja gospodarcza przedsiębiorstwa,2015 V,"7,8"
Wyszczególnienie,Przewidywana ogólna sytuacja gospodarcza przedsiębiorstwa,2015 VI,"6,5"
Wyszczególnienie,Przewidywana ogólna sytuacja gospodarcza przedsiębiorstwa,2015 VII,"6,0"
Wyszczególnienie,Przewidywana ogólna sytuacja gospodarcza przedsiębiorstwa,2015 VIII,"3,8"
Wyszczególnienie,Przewidywana ogólna sytuacja gospodarcza przedsiębiorstwa,2015 IX,"-3,4"
Wyszczególnienie,Przewidywana ogólna sytuacja gospodarcza przedsiębiorstwa,2015 X,"-8,2"
Wyszczególnienie,Przewidywana ogólna sytuacja gospodarcza przedsiębiorstwa,2015 XI,"-14,8"
Wyszczególnienie,Przewidywana ogólna sytuacja gospodarcza przedsiębiorstwa,2015 XII,"-21,4"
Wyszczególnienie,Przewidywana ogólna sytuacja gospodarcza przedsiębiorstwa,2016 I,"-17,8"
Wyszczególnienie,Przewidywana ogólna sytuacja gospodarcza przedsiębiorstwa,2016 II,"-5,2"
Wyszczególnienie,Przewidywana ogólna sytuacja gospodarcza przedsiębiorstwa,2016 III,"1,9"
Wyszczególnienie,Przewidywana ogólna sytuacja gospodarcza przedsiębiorstwa,2016 IV,"7,6"
Wyszczególnienie,Przewidywana ogólna sytuacja gospodarcza przedsiębiorstwa,2016 V,"8,9"
Wyszczególnienie,Przewidywana ogólna sytuacja gospodarcza przedsiębiorstwa,2016 VI,"7,0"
Wyszczególnienie,Przewidywana ogólna sytuacja gospodarcza przedsiębiorstwa,2016 VII,"4,7"
Wyszczególnienie,Przewidywana ogólna sytuacja gospodarcza przedsiębiorstwa,2016 VIII,"1,6"
Wyszczególnienie,Przewidywana ogólna sytuacja gospodarcza przedsiębiorstwa,2016 IX,"-2,7"
Wyszczególnienie,Przewidywana ogólna sytuacja gospodarcza przedsiębiorstwa,2016 X,"-8,3"
Wyszczególnienie,Przewidywana ogólna sytuacja gospodarcza przedsiębiorstwa,2016 XI,"-14,9"
Wyszczególnienie,Przewidywana ogólna sytuacja gospodarcza przedsiębiorstwa,2016 XII,"-22,2"
Wyszczególnienie,Przewidywana ogólna sytuacja gospodarcza przedsiębiorstwa,2017 I,"-15,5"
Wyszczególnienie,Przewidywana ogólna sytuacja gospodarcza przedsiębiorstwa,2017 II,"-5,4"
Wyszczególnienie,Przewidywana ogólna sytuacja gospodarcza przedsiębiorstwa,2017 III,"8,1"
Wyszczególnienie,Przewidywana ogólna sytuacja gospodarcza przedsiębiorstwa,2017 IV,"12,0"
Wyszczególnienie,Przewidywana ogólna sytuacja gospodarcza przedsiębiorstwa,2017 V,"11,0"
Wyszczególnienie,Przewidywana ogólna sytuacja gospodarcza przedsiębiorstwa,2017 VI,"13,6"
Wyszczególnienie,Przewidywana ogólna sytuacja gospodarcza przedsiębiorstwa,2017 VII,"11,4"
Wyszczególnienie,Przewidywana ogólna sytuacja gospodarcza przedsiębiorstwa,2017 VIII,"9,5"
Wyszczególnienie,Przewidywana ogólna sytuacja gospodarcza przedsiębiorstwa,2017 IX,"4,7"
Wyszczególnienie,Przewidywana ogólna sytuacja gospodarcza przedsiębiorstwa,2017 X,"-0,5"
Wyszczególnienie,Przewidywana ogólna sytuacja gospodarcza przedsiębiorstwa,2017 XI,"-4,5"
Wyszczególnienie,Przewidywana ogólna sytuacja gospodarcza przedsiębiorstwa,2017 XII,"-11,5"
Wyszczególnienie,Przewidywana ogólna sytuacja gospodarcza przedsiębiorstwa,2018 I,"-2,6"
Wyszczególnienie,Przewidywana ogólna sytuacja gospodarcza przedsiębiorstwa,2018 II,"4,6"
Wyszczególnienie,Przewidywana ogólna sytuacja gospodarcza przedsiębiorstwa,2018 III,"10,9"
Wyszczególnienie,Przewidywana ogólna sytuacja gospodarcza przedsiębiorstwa,2018 IV,"13,5"
Wyszczególnienie,Przewidywana ogólna sytuacja gospodarcza przedsiębiorstwa,2018 V,"11,7"
Wyszczególnienie,Przewidywana ogólna sytuacja gospodarcza przedsiębiorstwa,2018 VI,"11,0"
Wyszczególnienie,Przewidywana ogólna sytuacja gospodarcza przedsiębiorstwa,2018 VII,"8,6"
Wyszczególnienie,Przewidywana ogólna sytuacja gospodarcza przedsiębiorstwa,2018 VIII,"8,4"
Wyszczególnienie,Przewidywana ogólna sytuacja gospodarcza przedsiębiorstwa,2018 IX,"4,6"
Wyszczególnienie,Przewidywana ogólna sytuacja gospodarcza przedsiębiorstwa,2018 X,"0,3"
Wyszczególnienie,Przewidywana ogólna sytuacja gospodarcza przedsiębiorstwa,2018 XI,"-3,7"
Wyszczególnienie,Przewidywana ogólna sytuacja gospodarcza przedsiębiorstwa,2018 XII,"-7,2"
Wyszczególnienie,Przewidywana ogólna sytuacja gospodarcza przedsiębiorstwa,2019 I,"-5,0"
Wyszczególnienie,Przewidywana ogólna sytuacja gospodarcza przedsiębiorstwa,2019 II,"3,3"
Wyszczególnienie,Przewidywana ogólna sytuacja gospodarcza przedsiębiorstwa,2019 III,"9,4"
Wyszczególnienie,Przewidywana ogólna sytuacja gospodarcza przedsiębiorstwa,2019 IV,"11,1"
Wyszczególnienie,Przewidywana ogólna sytuacja gospodarcza przedsiębiorstwa,2019 V,"9,6"
Wyszczególnienie,Przewidywana ogólna sytuacja gospodarcza przedsiębiorstwa,2019 VI,"8,2"
Wyszczególnienie,Przewidywana ogólna sytuacja gospodarcza przedsiębiorstwa,2019 VII,"5,5"
Wyszczególnienie,Przewidywana ogólna sytuacja gospodarcza przedsiębiorstwa,2019 VIII,"3,9"
Wyszczególnienie,Przewidywana ogólna sytuacja gospodarcza przedsiębiorstwa,2019 IX,"-0,2"
Wyszczególnienie,Przewidywana ogólna sytuacja gospodarcza przedsiębiorstwa,2019 X,"-4,6"
Wyszczególnienie,Przewidywana ogólna sytuacja gospodarcza przedsiębiorstwa,2019 XI,"-8,8"
Wyszczególnienie,Przewidywana ogólna sytuacja gospodarcza przedsiębiorstwa,2019 XII,"-12,8"
Wyszczególnienie,Przewidywana ogólna sytuacja gospodarcza przedsiębiorstwa,2020 I,"-11,0"
Wyszczególnienie,Przewidywana ogólna sytuacja gospodarcza przedsiębiorstwa,2020 II,"-4,5"
Wyszczególnienie,Przewidywana ogólna sytuacja gospodarcza przedsiębiorstwa,2020 III,"-5,5"
Wyszczególnienie,Przewidywana ogólna sytuacja gospodarcza przedsiębiorstwa,2020 IV,"-68,1"
Wyszczególnienie,Przewidywana ogólna sytuacja gospodarcza przedsiębiorstwa,2020 V,"-50,1"
Wyszczególnienie,Przewidywana ogólna sytuacja gospodarcza przedsiębiorstwa,2020 VI,"-29,8"
